variant,metric_01,metric_02,metric_03,metric_04,metric_05,metric_06,metric_07,metric_08,metric_09,metric_10,metric_11,metric_12,metric_13,metric_14,metric_15,metric_16,metric_17,metric_18,metric_19,metric_20
A,51.759,74.429,53.165,56.464,41.405,68.415,49.42,46.692,51.035,51.251,57.136,56.363,43.93,75.47,57.083,53.487,56.646,54.227,53.274,57.82
A,41.932,50.011,49.435,50.004,49.753,52.78,71.856,59.845,48.511,43.367,52.061,36.02,56.785,63.039,73.878,46.343,46.221,42.11,58.439,48.167
A,49.529,47.095,50.594,55.348,45.189,37.657,54.602,45.591,68.385,33.256,45.279,49.117,58.102,56.535,46.702,45.032,57.977,48.478,41.365,39.287
A,43.048,39.337,55.89,56.461,45.181,45.082,59.718,27.409,53.636,40.798,50.966,39.277,40.137,49.089,50.016,28.506,35.781,37.791,51.477,40.369
A,61.833,59.727,44.982,27.845,31.521,48.867,60.614,47.304,58.63,56.474,37.872,41.922,38.198,43.296,59.259,59.541,64.716,60.234,64.187,65.143
A,28.729,48.033,42.717,49.56,57.178,55.337,35.178,33.141,54.516,59.519,40.241,50.439,46.401,57.309,52.979,55.655,47.353,47.05,37.858,47.837
A,50.641,35.349,61.545,59.062,43.293,53.773,68.31,49.55,48.187,69.578,50.812,65.163,40.362,61.203,71.799,51.242,40.886,43.655,45.045,55.248
A,42.53,45.855,42.111,54.477,40.208,47.82,53.062,62.872,47.172,48.37,56.658,46.093,50.837,60.459,48.921,33.569,48.334,47.922,53.435,50.972
A,52.099,47.01,72.162,41.076,57.122,45.665,52.177,66.331,52.055,59.48,39.769,56.618,64.791,47.916,37.728,46.292,42.608,42.55,61.422,51.95
A,53.952,53.054,46.274,56.074,39.153,43.826,49.019,46.618,62.466,54.144,38.164,47.842,43.841,59.254,56.676,64.696,35.162,54.714,49.232,57.279
A,35.027,60.562,49.064,56.2,36.335,59.454,51.375,33.839,52.19,46.219,60.133,58.69,52.415,50.371,38.386,56.265,53.93,35.582,43.84,40.436
A,53.901,55.547,37.666,51.604,58.717,49.215,23.887,57.097,38.812,52.053,83.527,55.29,48.316,42.961,60.114,40.857,49.902,58.747,50.568,29.947
A,49.888,35.544,47.05,48.743,49.468,36.22,64.079,60.939,49.327,27.752,47.404,53.896,19.734,45.361,50.385,53.025,55.02,49.352,54.974,46.25
A,44.657,43.263,48.406,60.952,41.327,51.82,40.584,60.746,51.493,64.066,41.815,54.859,60.66,67.474,61.899,36.715,52.47,67.057,49.11,59.651
A,54.794,54.696,69.046,30.301,46.116,59.36,69.943,54.357,62.083,56.774,47.299,41.692,49.31,37.16,57.306,55.474,55.667,37.107,44.325,44.865
A,62.099,45.743,61.433,17.434,41.98,56.059,51.668,51.399,60.679,56.196,37.831,49.801,51.532,60.201,59.81,66.478,42.476,52.08,61.523,50.045
A,59.39,62.142,61.268,41.367,33.4,49.479,57.728,26.763,46.16,64.057,46.138,32.336,47.951,53.82,41.804,62.832,47.895,48.764,59.736,33.491
A,60.751,75.419,56.484,37.416,56.166,75.845,61.378,61.351,42.702,32.885,72.258,34.638,41.862,17.82,71.234,57.72,47.55,45.878,47.748,27.277
A,33.027,50.768,59.378,33.162,55.763,48.262,60.403,60.674,36.437,68.534,53.816,54.951,39.316,47.983,61.981,44.885,39.271,57.259,33.298,68.914
A,36.86,51.418,45.268,62.336,54.147,48.176,45.232,47.171,45.145,39.692,42.841,46.63,54.875,60.041,40.086,68.578,47.064,65.475,27.382,51.142
A,58.521,45.867,47.259,33.961,63.77,60.112,60.187,41.781,46.148,57.925,48.893,48.693,56.851,38.993,45.869,52.379,49.87,59.043,34.481,44.924
A,44.459,59.074,45.841,41.264,39.886,65.314,47.933,53.131,53.543,49.83,46.988,57.06,24.979,35.524,54.799,59.003,51.535,62.659,48.954,38.253
A,44.7,51.506,49.031,45.756,53.557,59.322,54.549,55.845,34.337,63.029,43.266,51.269,43.745,48.192,54.157,59.918,58.053,47.998,50.56,43.765
A,39.201,48.376,63.321,52.565,64.545,62.187,56.627,35.44,40.883,49.661,45.244,54.255,48.821,53.601,45.48,32.778,54.895,49.894,41.593,60.594
A,45.828,81.462,39.125,65.842,50.947,54.316,39.378,58.476,59.554,37.79,40.694,67.319,63.865,38.714,49.825,34.321,31.663,45.962,57.039,56.394
A,56.843,55.021,52.383,53.106,54.823,43.144,43.152,51.601,33.789,61.102,53.459,40.284,44.997,62.322,63.464,38.639,50.25,40.4,52.55,65.807
A,48.628,38.227,66.619,52.749,54.236,42.01,50.827,50.956,43.485,34.026,39.345,45.937,52.655,66.514,53.599,50.954,49.47,52.923,40.735,50.472
A,47.86,56.513,56.035,40.266,40.734,41.635,48.828,56.193,30.139,41.732,38.565,57.455,60.994,45.938,59.954,58.683,52.487,60.519,41.64,63.058
A,64.903,34.792,51.0,52.113,43.413,35.303,56.136,34.644,54.879,47.713,43.12,31.915,45.572,38.001,60.208,51.82,29.841,42.421,47.911,56.147
A,47.694,49.753,67.266,45.828,26.924,43.928,37.373,43.4,56.517,47.486,46.837,45.321,46.586,48.183,61.539,61.801,48.113,37.484,47.042,47.889
A,52.699,62.402,49.624,50.995,49.938,53.879,42.606,53.253,61.383,52.25,53.891,54.158,53.236,51.071,62.365,38.417,38.196,36.005,42.025,47.67
A,42.985,53.531,55.809,45.62,44.42,44.631,42.878,41.451,52.089,48.142,42.517,60.701,35.09,56.621,37.78,44.802,55.246,52.636,56.233,60.458
A,55.757,45.011,34.936,53.135,40.858,51.842,36.658,40.634,53.438,50.447,38.372,53.956,63.764,51.747,31.368,55.653,44.277,47.124,54.558,36.947
A,42.608,42.872,40.841,37.535,50.782,48.699,50.817,37.011,54.092,62.112,40.449,47.987,50.676,48.474,42.208,64.646,51.304,50.588,48.7,42.206
A,55.986,46.221,46.723,48.047,63.393,56.144,45.426,72.688,42.3,43.17,62.716,44.75,42.202,39.106,50.054,38.549,38.343,58.735,46.703,41.776
A,58.044,52.097,39.082,56.336,76.976,57.996,55.647,60.763,47.54,62.026,58.838,38.76,69.793,52.985,61.857,56.448,45.538,42.736,46.936,49.076
A,37.727,38.861,43.031,55.054,51.634,57.373,46.167,58.729,53.859,55.703,35.55,58.513,51.523,64.521,49.462,54.763,32.913,49.417,72.585,44.571
A,46.822,50.419,58.027,51.467,56.804,57.57,42.034,54.059,42.426,59.717,67.789,49.27,57.802,44.51,53.764,46.957,51.865,39.53,39.867,65.201
A,43.409,62.387,68.455,53.651,55.743,32.987,49.521,67.56,85.444,28.055,55.826,59.417,53.067,40.124,53.153,43.726,52.843,37.813,53.558,50.306
A,59.583,64.66,43.857,51.995,56.12,53.329,49.817,30.078,33.177,75.722,64.902,47.183,70.403,47.641,47.056,45.697,48.177,56.077,48.916,45.442
A,56.066,59.167,54.193,66.166,53.865,62.083,46.247,48.526,69.758,65.224,58.398,54.477,29.653,53.774,62.642,52.763,54.845,52.247,47.713,42.532
A,50.861,49.568,64.787,40.264,57.811,42.558,58.208,48.86,25.879,64.613,59.238,43.696,52.08,61.004,39.111,45.149,46.227,48.293,32.45,48.459
A,42.59,46.08,46.274,56.365,57.735,50.376,52.149,35.386,48.104,56.496,38.181,51.57,36.564,79.067,50.235,46.016,56.699,32.514,57.758,67.614
A,38.452,49.815,36.96,59.732,41.442,44.964,53.269,32.24,42.38,59.357,59.96,57.409,56.102,52.322,56.654,45.006,34.434,32.828,44.66,60.082
A,38.007,47.221,52.538,50.825,57.608,39.939,59.313,41.574,34.146,54.048,48.758,49.065,45.196,51.574,35.827,49.657,37.635,67.311,42.514,40.877
A,38.396,53.612,58.84,56.817,39.422,70.09,46.594,38.657,49.483,42.296,58.878,39.758,53.322,42.357,58.247,40.348,52.446,31.192,53.51,64.671
A,61.422,55.067,52.591,67.643,40.633,30.274,51.685,57.504,47.993,43.295,34.207,54.669,48.456,63.547,48.993,46.809,65.075,39.234,45.137,57.264
A,68.195,52.028,40.554,58.371,46.53,65.206,57.332,33.687,56.341,48.263,54.857,53.874,56.164,57.265,46.655,55.394,59.498,52.869,59.862,61.152
A,38.822,67.618,43.607,59.219,59.245,52.687,52.469,51.537,47.586,66.577,48.134,44.262,39.265,49.638,39.845,61.484,41.665,44.825,41.533,35.486
A,55.097,48.089,50.28,40.233,33.058,54.726,43.179,47.922,55.34,34.959,48.767,48.749,55.591,37.474,49.506,39.445,23.732,54.342,44.955,55.524
A,37.87,66.252,28.19,54.272,46.923,46.011,50.973,67.303,44.199,60.639,45.64,40.751,54.831,54.433,60.277,52.556,33.485,44.349,49.027,46.198
A,37.328,45.996,64.432,52.571,46.992,24.413,52.919,61.907,66.219,54.2,49.323,53.416,69.102,49.78,44.377,40.078,61.355,48.058,57.307,49.954
A,46.456,40.794,36.41,59.671,63.915,57.671,35.305,36.222,43.633,48.466,47.758,67.53,52.422,41.606,47.783,61.778,67.907,42.698,41.573,41.675
A,64.826,51.941,59.603,49.508,34.065,49.799,51.552,47.575,22.931,56.229,65.037,52.774,58.083,58.105,43.072,51.983,56.876,50.031,54.84,52.988
A,47.715,65.876,46.856,48.352,53.035,38.456,37.108,51.869,37.536,49.11,43.339,35.75,55.316,56.919,52.035,44.017,48.703,60.122,36.466,43.689
A,52.271,47.563,57.533,69.307,56.994,47.482,52.464,46.741,50.271,60.076,43.082,44.854,57.359,44.977,49.146,65.404,58.665,46.004,56.267,38.982
A,35.125,54.9,48.573,34.579,54.32,63.768,40.687,61.202,59.331,46.37,48.467,57.763,45.611,42.063,54.299,47.789,55.8,33.13,52.042,52.32
A,31.076,44.753,33.873,44.543,30.675,41.378,64.177,61.797,51.958,51.803,49.552,59.496,46.34,69.557,63.22,50.734,38.461,46.047,37.389,63.78
A,36.194,51.202,46.336,53.53,42.733,55.325,43.069,45.257,45.348,56.658,44.904,48.49,63.183,60.281,33.955,52.829,41.586,49.608,41.17,54.872
A,71.63,35.76,57.527,34.761,53.72,60.555,44.506,46.723,54.654,51.364,49.631,55.157,54.006,45.155,29.488,56.878,48.572,59.336,41.248,40.91
A,57.202,60.819,56.783,51.039,35.92,60.081,52.137,54.009,14.47,39.898,46.475,49.26,45.188,44.812,54.899,70.409,73.396,63.171,47.988,55.435
A,61.882,45.79,53.138,54.627,44.843,62.175,72.982,39.678,51.691,53.847,45.832,31.322,55.188,35.993,45.762,38.573,46.409,57.068,49.197,48.423
A,35.481,30.256,58.495,51.429,51.289,38.384,52.156,49.075,42.105,56.243,37.875,39.517,49.091,56.434,50.516,48.801,50.702,39.091,37.046,50.149
A,63.633,62.513,36.583,54.23,56.789,43.946,41.829,51.785,62.249,45.284,54.097,59.358,43.533,38.861,48.375,27.169,54.108,43.238,46.299,47.897
A,30.104,39.058,50.088,48.704,42.158,60.624,55.548,28.084,52.969,41.082,45.782,48.646,52.442,52.333,55.593,50.182,56.903,75.684,38.583,40.748
A,63.394,52.08,61.49,53.983,49.954,51.791,48.187,48.257,47.846,33.806,44.025,60.05,68.464,42.053,46.569,67.934,35.07,65.598,48.817,58.714
A,40.038,42.769,42.396,30.072,68.034,48.567,39.139,51.694,58.474,45.815,62.966,54.378,54.495,60.193,53.32,28.175,53.051,56.286,55.696,38.746
A,51.218,54.401,44.285,32.649,46.775,37.232,61.293,61.333,39.454,47.949,46.906,52.128,50.486,32.891,53.939,53.519,60.923,27.928,37.208,49.836
A,48.997,44.139,25.592,33.92,47.861,55.562,57.995,38.608,58.355,55.53,44.139,51.009,50.773,46.137,49.621,59.767,44.869,46.707,57.117,48.252
A,45.461,42.155,58.018,63.285,46.024,45.54,44.634,35.091,37.917,49.775,60.324,46.062,59.026,49.973,50.244,51.156,63.127,54.881,62.021,53.762
A,51.303,43.327,48.133,47.414,47.826,51.054,53.985,64.529,50.827,38.978,70.987,40.332,63.389,69.333,58.316,20.838,52.903,48.91,49.009,50.309
A,64.537,45.217,53.733,54.72,53.37,63.003,57.411,15.065,62.66,33.506,54.722,40.173,59.134,45.013,33.305,61.042,50.287,29.399,58.482,49.209
A,47.391,51.565,33.897,70.083,45.17,33.148,68.98,70.598,52.171,41.029,52.699,37.636,46.696,75.868,52.85,55.174,44.264,70.752,53.033,50.426
A,52.628,54.815,42.053,72.06,39.886,48.033,47.655,33.858,43.918,45.889,63.189,44.341,50.386,21.094,30.529,59.931,51.7,40.88,65.394,68.708
A,37.785,36.962,56.042,51.534,50.21,37.98,53.957,64.821,51.43,46.206,56.991,54.303,42.055,55.178,59.687,40.054,50.495,61.11,45.861,50.104
A,49.131,48.768,56.472,45.507,51.994,47.758,34.254,58.566,54.767,42.124,72.192,59.067,52.479,37.752,51.98,66.82,40.662,41.869,42.327,37.979
A,48.336,52.896,33.58,47.9,45.97,37.059,54.976,51.748,47.79,48.758,57.598,38.071,47.373,45.121,58.833,60.034,51.391,49.124,47.16,41.932
A,32.238,43.6,43.608,55.686,58.874,47.588,48.337,59.524,42.086,47.842,63.881,44.16,52.372,39.065,59.754,49.848,48.512,42.972,50.248,35.961
A,36.122,42.261,60.482,33.252,44.375,40.647,36.159,32.265,38.704,61.229,38.787,45.396,52.55,42.586,49.051,61.793,40.339,44.933,49.004,51.102
A,59.758,59.799,42.099,46.916,47.829,62.933,56.093,42.345,54.975,54.536,38.908,50.455,53.152,41.326,59.348,75.004,53.474,44.502,59.824,44.271
A,61.145,50.341,55.89,59.165,54.677,53.846,39.858,36.729,43.933,59.677,35.644,32.114,48.862,44.784,57.777,38.767,52.97,43.325,50.013,57.223
A,47.77,56.133,65.582,59.653,48.163,54.147,64.976,59.713,73.232,44.473,56.783,32.698,34.758,36.31,40.842,40.05,51.664,33.216,47.69,50.05
A,63.852,53.614,41.957,39.165,41.506,37.388,42.826,68.189,56.109,47.731,51.038,38.836,45.874,49.459,53.256,53.607,59.213,53.673,60.47,70.446
A,48.886,58.48,51.25,64.017,39.217,60.37,57.551,58.244,46.594,54.358,51.447,62.192,48.884,44.774,47.596,57.387,65.536,56.793,30.702,46.88
A,49.94,55.887,59.1,47.275,55.833,48.995,41.13,32.878,52.222,43.671,45.485,37.361,32.595,60.651,53.321,37.723,47.602,48.886,62.744,61.341
A,45.835,55.75,37.867,48.44,41.404,56.944,44.636,41.755,34.634,43.82,60.188,51.524,44.962,50.174,57.835,61.251,40.326,57.905,77.26,48.2
A,39.663,36.303,32.206,51.299,60.416,59.256,52.335,49.552,67.04,51.652,63.904,60.673,64.409,57.448,47.944,38.254,54.76,43.64,46.458,59.183
A,53.976,51.182,51.054,56.888,38.555,45.801,43.249,59.263,67.282,57.289,41.002,48.739,59.976,44.337,45.349,51.842,50.806,57.23,41.732,49.566
A,38.218,30.56,45.405,52.032,60.146,53.946,44.064,55.698,57.449,51.739,61.23,46.038,60.135,29.693,44.742,59.451,63.03,23.276,60.094,52.852
A,55.356,49.976,41.257,31.722,53.613,45.506,55.518,43.046,52.656,58.506,49.853,40.397,48.09,54.79,27.887,47.523,66.677,45.206,33.494,55.535
A,56.075,47.845,61.721,34.66,49.442,58.237,59.725,45.581,46.236,62.057,40.041,24.787,55.477,63.199,49.834,61.207,52.872,50.511,21.968,39.962
A,54.61,45.244,41.536,45.628,38.55,60.777,39.104,53.132,32.286,43.238,43.544,56.664,55.271,38.515,47.617,45.643,44.095,45.764,54.652,47.783
A,53.242,51.156,61.897,48.871,51.523,54.56,45.289,47.896,43.054,54.227,61.354,54.663,54.713,24.524,58.245,59.121,69.587,62.986,66.422,55.882
A,48.945,51.618,33.913,54.267,50.861,51.279,60.419,41.578,48.615,54.786,51.061,49.952,50.638,48.289,44.09,71.126,40.217,43.634,45.266,46.822
A,67.841,59.553,57.661,44.265,39.258,35.921,47.448,43.017,39.604,56.525,41.076,52.228,64.489,42.027,48.313,54.401,48.159,61.835,40.188,32.991
A,46.195,52.52,53.771,55.934,55.928,20.863,60.522,42.332,59.405,38.494,57.739,46.305,54.176,29.69,35.719,57.474,54.778,38.962,40.449,34.715
A,50.978,48.402,33.706,42.736,58.547,53.631,59.092,48.596,47.552,61.284,41.867,43.6,37.847,55.331,51.854,58.664,39.974,48.859,50.694,42.037
A,48.851,48.378,40.731,21.302,48.797,39.174,41.464,67.755,48.309,26.557,48.688,55.815,44.041,48.08,44.428,53.699,44.323,74.103,47.769,49.996
A,41.537,51.457,56.982,46.343,44.797,76.867,50.09,25.542,50.877,40.116,60.712,60.368,41.334,62.125,50.75,43.099,70.257,43.217,46.129,46.472
A,33.013,66.081,49.124,66.076,48.707,45.468,72.044,50.254,46.492,33.095,53.128,37.4,51.02,57.628,35.243,56.953,36.361,50.648,55.041,56.003
A,59.835,53.507,44.566,59.888,53.854,55.101,49.566,52.058,57.967,42.382,47.023,54.086,70.563,51.157,55.775,55.966,62.73,60.123,37.69,34.07
A,51.5,52.857,48.908,48.227,52.116,50.858,61.262,53.355,59.555,46.684,46.619,40.067,54.67,48.058,62.68,57.08,54.686,57.891,46.785,51.618
A,69.936,51.646,57.867,50.36,60.852,37.871,38.464,53.205,49.637,67.393,59.449,41.903,57.76,48.195,53.28,52.672,72.428,61.747,55.691,62.079
A,51.535,50.771,48.778,66.264,56.268,53.681,53.078,33.493,49.126,42.574,67.719,57.249,51.105,59.487,42.99,51.301,41.507,47.634,52.196,43.036
A,67.228,36.905,50.717,45.037,41.256,65.115,46.046,49.451,60.784,63.721,50.496,58.402,42.736,71.468,43.598,68.525,51.683,44.214,59.882,56.113
A,50.287,60.377,46.642,44.972,55.759,52.662,61.154,55.48,41.662,58.216,46.765,54.437,56.358,53.499,64.305,44.042,49.997,65.071,38.184,48.178
A,49.044,43.347,41.17,48.572,61.282,44.284,55.231,54.281,65.828,57.816,56.913,46.281,44.767,20.501,66.467,47.918,43.872,58.93,65.949,38.815
A,67.86,56.338,43.993,63.576,49.419,34.892,41.665,48.238,53.542,40.699,46.554,57.867,39.237,64.828,54.427,27.21,53.548,37.954,54.946,54.695
A,32.518,59.848,51.837,55.929,60.741,40.977,29.613,48.838,43.626,60.315,56.923,67.982,44.13,55.479,37.44,63.377,58.485,53.393,38.596,60.548
A,41.258,50.86,49.789,42.881,52.438,47.776,40.045,46.014,61.466,39.251,50.82,33.421,36.119,57.116,36.129,68.515,53.64,50.498,54.111,59.753
A,47.723,63.695,60.613,63.033,48.463,55.907,51.105,33.208,43.772,50.261,38.755,50.453,40.362,48.902,42.562,36.298,38.259,72.781,56.973,36.37
A,51.843,50.954,62.126,54.756,38.795,52.767,58.26,34.159,41.539,52.564,37.919,37.587,47.019,35.316,35.167,56.838,43.1,55.237,60.921,47.564
A,58.061,51.319,38.472,52.633,43.078,56.854,46.579,49.172,40.675,49.314,50.356,52.857,37.228,54.492,42.369,46.765,54.814,40.451,39.877,61.193
A,50.367,69.656,33.373,61.542,75.683,43.572,70.918,53.704,54.707,57.291,50.601,71.819,47.63,33.049,49.292,34.374,25.038,39.87,41.925,53.025
A,40.075,53.438,50.5,49.006,58.09,63.963,49.712,51.404,46.485,44.187,40.093,52.345,31.686,66.435,46.989,34.376,62.51,48.235,68.349,54.148
A,56.01,47.895,44.261,44.118,43.091,36.331,48.456,37.312,46.767,56.491,51.432,50.252,46.607,37.931,60.8,32.405,61.787,38.424,28.429,54.242
A,31.402,54.869,50.895,28.378,44.417,43.774,40.547,40.886,55.329,44.596,53.537,53.266,47.633,43.651,61.891,39.153,62.593,48.705,40.223,37.146
A,56.107,46.964,57.229,52.102,63.014,58.906,56.143,56.02,46.338,44.157,51.647,53.063,53.909,51.231,51.345,54.587,43.975,52.761,53.605,47.054
A,71.951,38.962,42.089,48.364,44.738,52.537,42.703,45.231,52.233,61.148,45.445,41.642,45.542,52.265,50.278,44.271,62.058,46.608,49.351,27.575
A,67.579,43.358,69.628,38.818,52.823,53.007,53.736,63.212,41.031,52.577,26.537,56.227,49.518,57.527,45.226,48.329,55.629,34.398,49.549,31.875
A,37.446,46.314,62.413,37.553,70.965,70.059,60.877,64.931,52.281,56.272,32.52,51.503,47.211,49.252,41.924,32.844,58.309,40.123,38.596,33.375
A,54.79,79.47,43.377,51.87,49.977,48.178,42.616,49.657,51.799,50.773,43.459,51.613,45.164,57.859,41.772,35.746,52.467,47.341,36.549,39.164
A,60.404,56.757,39.491,46.621,44.048,45.548,51.849,62.267,46.489,44.504,49.347,60.207,47.41,50.75,48.549,46.633,41.667,53.903,53.691,46.585
A,57.677,36.365,57.516,62.676,49.461,42.757,58.797,34.807,38.708,50.362,42.668,48.279,49.888,58.283,51.466,50.404,66.199,56.307,46.482,58.337
A,54.09,60.837,50.672,28.853,40.245,57.84,41.096,49.479,50.51,34.501,65.229,37.188,37.879,34.137,44.986,53.085,55.754,63.997,48.003,53.7
A,44.363,32.489,42.504,65.748,68.037,61.605,37.378,41.978,48.488,50.664,59.073,30.381,49.3,43.28,55.424,39.412,36.318,40.859,53.802,58.58
A,43.184,63.379,47.04,47.39,52.271,49.353,49.308,34.939,38.831,58.082,54.121,44.642,59.852,24.748,55.814,61.147,56.462,36.761,48.55,67.947
A,44.432,50.289,59.038,41.931,52.404,39.409,63.493,58.54,49.098,42.279,33.003,61.607,42.827,49.432,58.95,68.316,53.128,46.428,43.978,50.55
A,39.29,48.129,65.326,51.001,33.714,45.908,59.741,64.516,43.924,64.305,73.608,63.423,61.444,44.521,59.685,64.79,56.342,48.667,48.823,40.845
A,51.457,54.331,40.899,52.234,42.938,50.8,54.757,55.719,52.371,67.609,48.838,57.321,66.783,52.667,59.112,54.715,57.321,51.743,42.927,60.348
A,52.002,44.338,52.305,45.667,36.543,46.346,61.828,57.372,39.539,45.393,48.955,46.78,47.26,53.77,52.401,69.914,55.669,37.997,35.097,34.36
A,61.854,51.124,31.539,59.61,61.384,51.134,38.261,62.036,54.876,58.901,44.805,47.242,73.357,48.409,49.386,43.569,54.446,26.646,33.465,41.934
A,77.331,45.315,38.881,42.364,47.619,70.018,43.916,64.577,40.039,56.252,53.599,41.418,69.829,29.509,31.383,47.528,50.865,38.347,46.041,54.576
A,35.761,49.539,52.715,45.727,66.294,49.224,53.755,37.847,43.305,48.188,67.711,32.992,50.58,56.555,51.352,44.39,48.047,45.405,47.601,46.092
A,53.391,53.097,72.863,42.955,42.817,48.349,43.596,58.241,46.842,49.339,37.441,51.328,62.128,41.053,49.99,37.475,31.336,50.864,62.69,61.161
A,64.486,39.333,45.074,44.624,49.605,70.311,33.447,59.065,65.927,47.411,47.017,58.161,71.862,58.032,35.016,58.278,35.604,56.639,52.56,54.261
A,49.536,56.46,72.16,32.591,47.885,60.292,42.083,47.055,46.721,47.188,58.369,37.332,49.599,60.459,62.541,49.288,53.35,45.125,41.732,37.713
A,56.44,16.712,56.385,49.605,44.141,48.171,65.902,40.464,55.211,46.417,61.694,51.701,37.943,34.661,58.211,45.394,40.745,46.476,53.631,44.956
A,61.326,53.453,64.593,52.574,34.082,49.33,50.372,44.16,54.251,51.653,44.226,33.07,28.681,45.467,52.925,45.311,49.966,45.105,53.23,43.97
A,42.084,42.979,56.082,54.695,50.05,38.612,61.365,57.722,47.23,32.425,57.213,59.344,27.999,50.497,61.788,42.417,47.352,49.261,53.329,56.142
A,51.834,53.461,42.298,40.335,38.011,58.327,41.239,52.677,39.6,37.484,58.472,56.836,66.662,47.115,41.383,48.677,57.124,49.314,60.807,45.777
A,56.741,53.278,55.428,46.635,34.806,38.206,50.018,37.622,39.292,40.422,49.579,58.467,42.64,48.349,56.957,52.815,55.704,34.679,41.314,49.59
A,48.111,72.86,55.365,37.197,57.249,54.173,52.549,52.484,45.631,38.746,31.447,61.957,48.598,57.912,32.39,50.023,47.958,47.321,35.935,49.317
A,56.394,54.45,60.732,50.333,57.992,62.066,65.96,69.514,36.9,46.706,46.732,42.811,52.272,38.831,39.396,46.806,67.988,49.819,63.742,45.515
A,28.99,67.646,58.881,71.162,50.323,34.099,54.267,46.433,59.312,51.639,38.095,27.416,60.45,46.635,50.579,52.017,48.512,46.455,37.429,45.741
A,32.476,62.659,50.427,34.713,43.905,46.136,52.325,45.71,55.306,66.755,31.578,65.383,40.925,55.256,45.478,29.478,50.926,54.304,52.235,59.317
A,68.57,39.252,47.196,47.092,48.311,63.135,47.967,59.262,68.339,61.818,59.608,73.969,46.534,50.352,59.186,57.915,53.97,59.061,60.182,47.68
A,58.781,60.315,48.765,65.062,39.652,58.163,55.261,59.183,62.4,61.524,64.321,47.022,41.876,60.474,45.529,55.816,51.288,47.76,37.492,49.566
A,39.92,59.862,44.803,50.967,43.801,44.363,47.598,58.531,50.993,65.906,65.403,54.715,57.184,50.564,57.219,46.103,51.992,40.106,58.976,51.31
A,51.151,58.663,38.55,45.973,55.451,45.979,45.364,52.147,49.546,51.944,39.931,56.987,55.159,68.55,40.4,52.28,50.072,62.495,55.3,52.227
A,59.717,38.715,65.232,46.746,57.254,53.587,59.65,50.637,62.194,42.145,56.97,44.913,51.756,49.644,33.975,67.28,62.166,44.512,46.206,46.883
A,53.414,54.738,60.774,54.487,39.337,59.018,47.983,53.199,43.598,43.174,48.177,62.301,63.133,46.746,36.421,58.809,44.986,52.418,39.691,56.538
A,48.234,50.8,38.491,52.868,52.271,42.026,46.282,60.807,58.22,31.379,57.174,44.681,51.324,48.482,50.789,50.311,53.353,59.933,54.408,44.005
A,51.925,43.371,60.176,40.88,54.275,56.702,70.269,51.784,60.876,48.686,32.641,55.418,57.266,55.967,33.463,69.044,70.273,48.535,42.405,49.236
A,69.444,26.494,56.224,60.182,48.583,59.097,46.78,37.96,46.874,61.958,52.694,52.462,46.76,53.919,40.814,43.202,57.133,39.275,39.768,38.986
A,38.512,44.682,53.726,49.701,59.208,56.589,43.565,58.494,37.837,42.045,59.4,72.811,57.655,50.039,64.578,48.395,45.416,48.713,69.578,62.022
A,70.986,45.745,41.366,60.351,40.13,29.182,49.486,44.146,54.56,57.388,36.433,56.811,43.12,28.191,44.183,70.57,42.405,44.804,59.23,52.381
A,33.711,55.235,24.251,66.422,51.975,53.896,57.739,44.284,48.309,46.847,54.523,49.767,52.681,47.624,55.412,50.23,43.38,39.759,64.851,58.73
A,39.976,44.643,47.71,55.358,41.872,55.094,52.854,47.606,41.464,50.129,56.25,53.944,40.683,29.659,36.629,38.842,56.159,34.242,63.145,32.861
A,52.465,51.615,45.554,56.605,53.101,49.808,38.023,57.911,56.176,52.503,52.337,47.884,42.445,39.385,50.053,36.871,41.474,43.769,43.599,49.952
A,34.759,67.503,51.68,36.837,64.115,45.358,46.66,53.443,57.586,52.323,64.601,50.862,50.983,51.193,49.225,50.588,45.014,48.179,31.706,39.696
A,37.523,43.131,51.212,41.343,54.022,52.841,55.793,65.715,27.265,46.222,64.219,43.924,40.477,58.898,34.507,40.287,48.738,32.9,50.188,44.18
A,38.836,41.05,42.937,55.201,59.829,47.027,53.512,56.093,66.095,59.766,53.502,41.659,58.607,62.694,42.462,59.557,47.272,45.384,46.321,53.329
A,40.885,50.536,71.893,54.048,69.379,46.338,55.017,78.375,51.734,42.979,55.995,45.298,41.858,38.311,37.682,60.392,46.97,50.066,60.02,42.771
A,57.901,53.997,39.04,54.89,44.272,41.875,36.888,55.913,61.845,39.319,58.51,61.572,61.495,36.399,61.235,38.732,50.205,42.561,64.135,54.524
A,51.026,43.697,35.363,29.362,60.102,59.478,52.244,41.323,54.145,44.891,55.446,44.222,50.16,44.831,50.637,58.251,48.04,49.985,50.897,35.317
A,40.672,47.173,53.374,40.93,56.261,48.094,49.021,40.188,59.639,57.942,46.507,45.571,46.3,43.008,48.918,46.717,38.208,51.391,63.34,44.267
A,64.61,34.621,68.779,55.259,51.154,39.095,43.354,62.667,48.034,48.274,40.838,58.631,42.034,37.923,50.641,54.897,62.539,51.842,58.523,48.817
A,43.854,65.738,54.169,43.608,54.022,35.653,56.421,51.812,62.443,46.745,39.073,58.833,53.077,62.23,38.142,39.565,49.911,40.878,59.726,35.952
